Gene ID,Gene Name,Lung_FoldChange,Lung_pValue
ENSG00000124678,TCP11,-1.3,0.401206161205214
ENSG00000124688,MAD2L1BP,0.4,0.705367374683587
ENSG00000124701,APOBEC2,-1.2,0.307066286874668
ENSG00000124702,KLHDC3,-0.9,0.184917832673636
ENSG00000124713,GNMT,-2.1,0.115205455006169
ENSG00000124721,DNAH8,-2.2,0.0033185784398699
ENSG00000124731,TREM1,-0.7,0.368525601565514
ENSG00000124733,MEA1,0.2,0.845465832016217
ENSG00000124743,KLHL31,1.3,0.203285976993939
ENSG00000124749,COL21A1,-0.4,0.604351573387902
ENSG00000124762,CDKN1A,0.8,0.105796143933006
ENSG00000124766,SOX4,0.2,0.734155307340378
ENSG00000124767,GLO1,0.8,0.0438991065453401
ENSG00000124772,CPNE5,0.2,0.810937358124627
ENSG00000124780,KCNK17,-1.4,0.0663385467424716
ENSG00000124782,RREB1,-0.6,0.003539883386551
ENSG00000124783,SSR1,0.9,0.000647024582331308
ENSG00000124784,RIOK1,0.9,0.0649660413241462
ENSG00000124785,NRN1,-0.3,0.714275561057692
ENSG00000124786,SLC35B3,-0.6,0.307528734930873
ENSG00000124787,RPP40,0.3,0.798917212539583
ENSG00000124788,ATXN1,-0.1,0.67602820075431
ENSG00000124789,NUP153,,
ENSG00000124795,DEK,0.8,7.91494809363769e-05
ENSG00000124802,EEF1E1,1.2,0.0541823108422388
ENSG00000124813,RUNX2,0.6,0.169971472440252
ENSG00000124818,OPN5,-2.6,0.0420920369150084
ENSG00000124827,GCM2,-1.0,0.477135392439837
ENSG00000124831,LRRFIP1,,
ENSG00000124835,ENSG00000124835,-0.6,0.350854401554037
ENSG00000124839,RAB17,-1.1,0.314112608382261
ENSG00000124875,CXCL6,2.9,0.0025212398830547
ENSG00000124882,EREG,1.4,0.0901276229710277
ENSG00000124920,MYRF,-3.0,4.88388787822641e-09
ENSG00000124939,SCGB2A1,0.2,0.904173419540248
ENSG00000124942,AHNAK,-1.1,2.54003051403539e-05
ENSG00000125037,EMC3,-0.3,0.441004359443497
ENSG00000125046,SSUH2,1.2,0.417037961899149
ENSG00000125089,SH3TC1,-1.2,0.0682102675841175
ENSG00000125107,CNOT1,0.3,0.393367906541765
ENSG00000125122,LRRC29,-0.9,0.397224179879153
ENSG00000125124,BBS2,0.4,0.603210923132755
ENSG00000125144,MT1G,1.0,0.413532741708539
ENSG00000125148,MT2A,2.2,9.10351780583979e-05
ENSG00000125149,C16orf70,-0.1,0.855722129880801
ENSG00000125166,GOT2,0.7,0.0940073297629088
ENSG00000125170,DOK4,-0.8,0.358580771389164
ENSG00000125245,GPR18,-0.3,0.386370911982287
ENSG00000125246,CLYBL,-1.6,0.0013483634567403
ENSG00000125247,TMTC4,0.6,0.18250686442408
ENSG00000125249,RAP2A,,
ENSG00000125257,ABCC4,0.3,0.628243961429335
ENSG00000125266,EFNB2,0.7,0.135718533321534
ENSG00000125285,SOX21,-0.7,0.673786031797279
ENSG00000125304,TM9SF2,0.2,0.561682832117609
ENSG00000125319,HROB,1.4,0.257291328711031
ENSG00000125337,KIF25,-0.1,0.977064846750188
ENSG00000125347,IRF1,-1.0,0.0281187132913948
ENSG00000125351,UPF3B,-0.4,0.543392837635305
ENSG00000125352,RNF113A,0.2,0.806243300242719
ENSG00000125354,SEPTIN6,0.1,0.83021640519598
ENSG00000125355,TMEM255A,-1.0,0.334234261303247
ENSG00000125356,NDUFA1,0.6,0.427695637884025
ENSG00000125363,AMELX,-1.7,0.000137249306271336
ENSG00000125375,DMAC2L,,
ENSG00000125378,BMP4,-1.3,0.0255626580650304
ENSG00000125384,PTGER2,0.8,0.272638335990387
ENSG00000125385,RPL32P21,,
ENSG00000125386,FAM193A,-0.6,0.0483660640102088
ENSG00000125388,GRK4,-0.8,0.0846233134951857
ENSG00000125398,SOX9,0.5,0.394924729196418
ENSG00000125409,TEKT3,0.6,0.531116319036119
ENSG00000125414,MYH2,-0.9,0.480014073194354
ENSG00000125430,HS3ST3B1,1.2,0.0031724995601373
ENSG00000125434,SLC25A35,0.8,0.231029255974824
ENSG00000125445,MRPS7,-0.3,0.765211729500468
ENSG00000125447,GGA3,-0.1,0.932862894501841
ENSG00000125449,ARMC7,-1.9,0.0248960973097729
ENSG00000125450,NUP85,0.3,0.737449015111633
ENSG00000125454,SLC25A19,0.5,0.656660362417486
ENSG00000125457,MIF4GD,-0.1,0.917273148338387
ENSG00000125458,NT5C,-0.4,0.717960270884061
ENSG00000125459,MSTO1,0.4,0.775659537866729
ENSG00000125462,MIR9-1HG,-0.9,0.595755869618794
ENSG00000125482,TTF1,-0.2,0.546300007441839
ENSG00000125484,GTF3C4,-0.1,0.769515051662558
ENSG00000125485,DDX31,0.4,0.564499946297501
ENSG00000125498,KIR2DL1,-0.9,0.478443879086163
ENSG00000125503,PPP1R12C,-1.0,0.0886078117827805
ENSG00000125505,MBOAT7,0.4,0.665259702207524
ENSG00000125510,OPRL1,-2.9,0.0055167156635182
ENSG00000125520,SLC2A4RG,0.1,0.921683874028126
ENSG00000125534,PPDPF,,
ENSG00000125538,IL1B,0.6,0.625823516511882
ENSG00000125551,PLGLB2,,
ENSG00000125571,IL37,,
ENSG00000125611,CHCHD5,-0.3,0.738517273108375
ENSG00000125618,PAX8,-0.9,0.316140702028222
ENSG00000125629,INSIG2,0.4,0.233659206622198
ENSG00000125630,POLR1B,0.5,0.320281050777451
ENSG00000125631,HTR5BP,0.4,0.698349557692481
ENSG00000125633,CCDC93,0.3,0.470809266009175
ENSG00000125637,PSD4,-0.5,0.371062285182868
ENSG00000125648,SLC25A23,0.2,0.766820089504764
ENSG00000125650,PSPN,-0.8,0.384127171316497
ENSG00000125651,GTF2F1,0.2,0.728955279962589
ENSG00000125652,ALKBH7,-0.9,0.291895445008434
ENSG00000125656,CLPP,0.1,0.878982922673675
ENSG00000125657,TNFSF9,0.3,0.835412502430706
ENSG00000125675,GRIA3,0.1,0.926695846931522
ENSG00000125676,THOC2,,
ENSG00000125686,MED1,0.6,0.148249500623734
ENSG00000125691,RPL23,1.1,8.92603320004523e-10
ENSG00000125703,ATG4C,0.5,0.284022777290047
ENSG00000125726,CD70,,
ENSG00000125730,C3,0.1,0.906128278437744
ENSG00000125731,SH2D3A,-0.9,0.141687234797042
ENSG00000125733,TRIP10,-0.5,0.49085196871384
ENSG00000125734,GPR108,-0.3,0.693389277637833
ENSG00000125735,TNFSF14,1.1,0.201718533335583
ENSG00000125740,FOSB,-4.0,1.61241809983997e-07
ENSG00000125741,OPA3,-0.1,0.939999168593028
ENSG00000125743,SNRPD2,0.9,0.161467149646542
ENSG00000125744,RTN2,0.6,0.630250192244791
ENSG00000125746,EML2,0.5,0.474598351320201
ENSG00000125753,VASP,0.9,0.0603881890435582
ENSG00000125755,SYMPK,0.2,0.691255888020673
ENSG00000125772,GPCPD1,0.7,0.0518665669711052
ENSG00000125775,SDCBP2,1.8,0.0397044628777438
ENSG00000125779,PANK2,0.2,0.718461090203158
ENSG00000125780,TGM3,,
ENSG00000125788,DEFB126,-1.3,0.403356376829874
ENSG00000125798,FOXA2,-2.4,2.28864052175626e-05
ENSG00000125810,CD93,,
ENSG00000125812,GZF1,-0.5,0.353164516242027
ENSG00000125814,NAPB,0.5,0.361272734142268
ENSG00000125817,CENPB,,
ENSG00000125818,PSMF1,0.1,0.83004733449506
ENSG00000125820,NKX2-2,,
ENSG00000125821,DTD1,,
ENSG00000125826,RBCK1,-0.3,0.639606652314885
ENSG00000125827,TMX4,-0.2,0.631751534693623
ENSG00000125834,STK35,-1.0,0.0084614697591436
ENSG00000125835,SNRPB,0.4,0.641811953461789
ENSG00000125841,NRSN2,0.1,0.951270400998193
ENSG00000125843,AP5S1,-0.8,0.138682161852301
ENSG00000125844,RRBP1,0.3,0.408038916848852
ENSG00000125845,BMP2,-1.6,2.06657111241718e-05
ENSG00000125846,ZNF133,-1.0,0.0253978776105696
ENSG00000125848,FLRT3,-1.6,0.000383455705525371
ENSG00000125850,OVOL2,-1.3,0.206235646247827
ENSG00000125851,PCSK2,-0.2,0.881195382384694
ENSG00000125863,MKKS,,
ENSG00000125864,BFSP1,-2.1,0.0232419822013379
ENSG00000125868,DSTN,0.3,0.30019852619651
ENSG00000125869,LAMP5,-2.3,0.0399324422018305
ENSG00000125870,SNRPB2,0.5,0.310353171472896
ENSG00000125871,MGME1,-0.1,0.933486402389129
ENSG00000125872,LRRN4,-2.2,0.0200344987475053
ENSG00000125875,TBC1D20,-0.1,0.90045819317987
ENSG00000125877,ITPA,,
ENSG00000125878,TCF15,-1.4,0.312998211066463
ENSG00000125885,MCM8,0.8,0.139518305949002
ENSG00000125895,TMEM74B,-2.2,0.000455604116649481
ENSG00000125898,FAM110A,-0.2,0.885447577703023
ENSG00000125900,SIRPD,-0.6,0.63426787878387
ENSG00000125901,MRPS26,0.2,0.841800867510862
ENSG00000125910,S1PR4,-2.1,0.0676406312209187
ENSG00000125912,NCLN,-0.1,0.943049099440256
ENSG00000125944,HNRNPR,0.8,0.0028135682470376
ENSG00000125945,ZNF436,0.1,0.868707040178318
ENSG00000125952,MAX,0.5,0.0319959815603035
ENSG00000125962,ARMCX5,-0.1,0.885093628033827
ENSG00000125965,GDF5,,
ENSG00000125966,MMP24,-0.3,0.836434472052659
ENSG00000125967,NECAB3,-0.6,0.57442377628877
ENSG00000125968,ID1,0.4,0.649353556170251
ENSG00000125970,RALY,-0.1,0.853751805873437
ENSG00000125971,DYNLRB1,0.2,0.607741213582817
ENSG00000125977,EIF2S2,0.6,0.0019448223151037
ENSG00000125991,ERGIC3,0.1,0.94327108430275
ENSG00000125995,ROMO1,1.5,0.012752833514529
ENSG00000125997,BPIFB9P,1.1,0.440127375727989
ENSG00000125999,BPIFB1,0.9,0.435992979167786
ENSG00000126001,CEP250,-0.9,0.0882563309060863
ENSG00000126003,PLAGL2,-1.4,0.002273708831839
ENSG00000126005,MMP24OS,-0.2,0.707161791773135
ENSG00000126010,GRPR,2.3,0.0641707880242807
ENSG00000126016,AMOT,-0.4,0.563122355478303
ENSG00000126062,TMEM115,,
ENSG00000126067,PSMB2,0.8,0.0126832562212797
ENSG00000126070,AGO3,0.1,0.695770709674525
ENSG00000126088,UROD,-0.3,0.66825390832526
ENSG00000126091,ST3GAL3,-0.1,0.768568505950616
ENSG00000126106,TMEM53,-0.1,0.92514898373056
ENSG00000126107,HECTD3,-0.3,0.698099774236646
ENSG00000126214,KLC1,-0.2,0.667105332184433
ENSG00000126215,XRCC3,-1.1,0.161344400952703
ENSG00000126216,TUBGCP3,-0.1,0.802904927620625
ENSG00000126217,MCF2L,-0.9,0.0283636465411557
ENSG00000126218,F10,-0.6,0.61804722630328
ENSG00000126226,PCID2,0.5,0.194356209135821
ENSG00000126231,PROZ,,
ENSG00000126243,LRFN3,-0.5,0.491282263197409
ENSG00000126246,IGFLR1,-1.7,0.144989095058689
ENSG00000126247,CAPNS1,-0.2,0.6419261906113
ENSG00000126249,PDCD2L,0.8,0.369747604546495
ENSG00000126254,RBM42,-0.2,0.839709083253453
ENSG00000126261,UBA2,0.7,0.0297675744288153
ENSG00000126262,FFAR2,0.1,0.976359202189414
ENSG00000126264,HCST,1.6,0.0423009060321255
ENSG00000126267,COX6B1,0.5,0.228238466756713
ENSG00000126351,THRA,-0.5,0.240921203683211
ENSG00000126353,CCR7,0.7,0.658984862731462
ENSG00000126368,NR1D1,1.8,0.0284098682370082
ENSG00000126391,FRMD8,0.6,0.34067385140219
ENSG00000126432,PRDX5,,
ENSG00000126453,BCL2L12,0.5,0.592034247457215
ENSG00000126456,IRF3,-0.3,0.694907557684847
ENSG00000126457,PRMT1,0.5,0.582596681738245
ENSG00000126458,RRAS,-0.4,0.61998753224989
ENSG00000126460,PRRG2,-0.4,0.848710719623582
ENSG00000126461,SCAF1,-0.3,0.622168747787641
ENSG00000126464,PRR12,-1.4,0.0690576059442967
ENSG00000126467,TSKS,-2.1,0.136732419958678
ENSG00000126500,FLRT1,,
ENSG00000126522,ASL,-1.8,0.0012837894821155
ENSG00000126524,SBDS,-0.2,0.603210923132755
ENSG00000126561,STAT5A,-0.7,0.271072098215279
ENSG00000126562,WNK4,-0.9,0.537938809080165
ENSG00000126581,BECN1,,
ENSG00000126602,TRAP1,-0.3,0.745460453207973
ENSG00000126603,GLIS2,-0.7,0.176009502019205
ENSG00000126653,NSRP1,0.1,0.721512885504308
ENSG00000126698,DNAJC8,0.7,0.0025536906878525
ENSG00000126705,AHDC1,-0.2,0.827249181093123
ENSG00000126709,IFI6,-0.2,0.814614938131509
ENSG00000126733,DACH2,-0.3,0.861424235792218
ENSG00000126746,ZNF384,-0.7,0.142856779216292
ENSG00000126749,EMG1,0.1,0.893389057212468
ENSG00000126756,UXT,0.3,0.699748210252776
ENSG00000126759,CFP,0.9,0.455441797292955
ENSG00000126767,ELK1,0.7,0.286537561138497
ENSG00000126768,TIMM17B,0.3,0.613132049112766
ENSG00000126773,PCNX4,-0.4,0.170829301947817
ENSG00000126775,ATG14,-0.3,0.626643878494439
ENSG00000126777,KTN1,0.6,0.0022830836165831
ENSG00000126778,SIX1,0.6,0.415396499105984
ENSG00000126785,RHOJ,-0.5,0.504971494752788
ENSG00000126787,DLGAP5,2.2,0.0061164624326717
ENSG00000126790,L3HYPDH,0.5,0.449838080192391
ENSG00000126803,HSPA2,0.3,0.455760297974693
ENSG00000126804,ZBTB1,-0.2,0.710215730583033
ENSG00000126814,TRMT5,0.1,0.781612530745585
ENSG00000126821,SGPP1,-0.1,0.872919217229412
ENSG00000126822,PLEKHG3,-0.5,0.519919359030805
ENSG00000126838,PZP,-0.9,0.185948196506466
ENSG00000126858,RHOT1,0.1,0.86044486268752
ENSG00000126860,EVI2A,1.0,0.0038630473893411
ENSG00000126861,OMG,0.6,0.15605030763619
ENSG00000126870,DYNC2I1,-0.6,0.0372852265334734
ENSG00000126878,AIF1L,-0.2,0.825632068443309
ENSG00000126882,FAM78A,-1.0,0.11695982786539
ENSG00000126883,NUP214,-0.3,0.649575530197549
ENSG00000126895,AVPR2,,
ENSG00000126903,SLC10A3,-0.6,0.485799427939591
ENSG00000126934,MAP2K2,0.8,0.231175428598404
ENSG00000126945,HNRNPH2,0.8,0.0011425943354719
ENSG00000126947,ARMCX1,1.1,0.0794149607813264
ENSG00000126950,TMEM35A,-0.9,0.430443999206861
ENSG00000126953,TIMM8A,,
ENSG00000126970,ZC4H2,-0.6,0.526271744175612
ENSG00000127022,CANX,1.0,5.22441561520355e-06
ENSG00000127054,INTS11,0.1,0.930274689016432
ENSG00000127074,RGS13,-1.5,0.0052614978482898
ENSG00000127080,IPPK,0.1,0.939015504711286
ENSG00000127081,ZNF484,-0.4,0.289097630693217
ENSG00000127083,OMD,0.4,0.592401043218066
ENSG00000127084,FGD3,,
ENSG00000127124,HIVEP3,,
ENSG00000127125,PPCS,0.1,0.795983290576506
ENSG00000127129,EDN2,1.5,0.251635022899335
ENSG00000127152,BCL11B,0.1,0.88322362119509
ENSG00000127184,COX7C,0.8,0.0018964442481371
ENSG00000127191,TRAF2,-1.0,0.117616598950914
ENSG00000127220,ABHD8,-2.3,0.024450194786485
ENSG00000127241,MASP1,-1.8,0.000536933572601539
ENSG00000127249,ATP13A4,-1.9,0.000127300944046522
ENSG00000127252,PLAAT1,,
ENSG00000127311,HELB,-0.3,0.597647295823425
ENSG00000127314,RAP1B,0.4,0.172526416515983
ENSG00000127318,IL22,,
ENSG00000127324,TSPAN8,-0.2,0.871234967492801
ENSG00000127328,RAB3IP,-0.4,0.450471058372561
ENSG00000127329,PTPRB,-1.1,0.0378735377463328
ENSG00000127334,DYRK2,0.7,0.114383828586108
ENSG00000127337,YEATS4,0.4,0.505048887590146
ENSG00000127362,TAS2R3,0.7,0.621977583481585
ENSG00000127364,TAS2R4,0.2,0.771984956897917
ENSG00000127366,TAS2R5,0.3,0.835270965720274
ENSG00000127399,LRRC61,-0.6,0.661814829748076
ENSG00000127412,TRPV5,,
ENSG00000127415,IDUA,-0.5,0.702829428514223
ENSG00000127418,FGFRL1,-0.5,0.30880068301011
ENSG00000127419,TMEM175,-1.6,0.0113242734102182
ENSG00000127423,AUNIP,-0.6,0.601808638665059
ENSG00000127445,PIN1,-0.3,0.665259702207524
ENSG00000127452,FBXL12,-0.9,0.0936447779086858
ENSG00000127463,EMC1,-0.4,0.182616491867224
ENSG00000127472,PLA2G5,-0.4,0.759704837079972
ENSG00000127481,UBR4,-0.1,0.800882986097596
ENSG00000127483,HP1BP3,0.4,0.107391390098676
ENSG00000127507,ADGRE2,1.2,0.0025178569446809
ENSG00000127511,SIN3B,0.9,0.0571155466456732
ENSG00000127526,SLC35E1,0.1,0.91595164493038
ENSG00000127527,EPS15L1,-0.3,0.527355576726751
ENSG00000127528,KLF2,,
ENSG00000127530,OR7C1,1.8,0.110329659019544
ENSG00000127533,F2RL3,1.0,0.129090212263503
ENSG00000127540,UQCR11,0.9,0.0199675730556387
ENSG00000127554,GFER,0.1,0.935680552985786
ENSG00000127561,SYNGR3,,
ENSG00000127564,PKMYT1,,
ENSG00000127578,WFIKKN1,-2.6,0.0496703846102198
ENSG00000127580,WDR24,-0.1,0.957077093985498
ENSG00000127585,FBXL16,-1.0,0.386368798651284
ENSG00000127586,CHTF18,-1.0,0.359807282691639
ENSG00000127589,TUBBP1,-1.1,0.294738233886037
ENSG00000127603,MACF1,-1.6,7.059066833130441e-15
ENSG00000127616,SMARCA4,0.3,0.523226157369425
ENSG00000127663,KDM4B,0.2,0.806886533105389
ENSG00000127666,TICAM1,-1.5,0.0286771401571167
ENSG00000127720,METTL25,-1.2,0.0340218903327693
ENSG00000127743,IL17B,,
ENSG00000127804,METTL16,-0.5,0.122750047694876
ENSG00000127824,TUBA4A,0.3,0.744675657556819
ENSG00000127831,VIL1,-1.1,0.376712373519269
ENSG00000127837,AAMP,-0.2,0.842903354679818
ENSG00000127838,PNKD,0.7,0.0414150400854138
ENSG00000127863,TNFRSF19,,
ENSG00000127870,RNF6,0.6,0.0033830295673451
ENSG00000127884,ECHS1,-0.2,0.72442428161385
ENSG00000127903,ZNF835,0.5,0.713109948690885
ENSG00000127914,AKAP9,-0.6,0.0253819076030391
ENSG00000127920,GNG11,-0.4,0.650172407440378
ENSG00000127922,SEM1,-0.3,0.58692707148079
ENSG00000127946,HIP1,-0.4,0.119755754760653
ENSG00000127947,PTPN12,0.4,0.0353346746385019
ENSG00000127948,POR,1.0,0.0315111719646671
ENSG00000127951,FGL2,-0.3,0.681655610189363
ENSG00000127952,STYXL1,0.2,0.783493003385525
ENSG00000127954,STEAP4,0.9,0.0966261796392172
ENSG00000127955,GNAI1,-0.2,0.677250537860742
ENSG00000127957,PMS2P3,,
ENSG00000127980,PEX1,-0.2,0.611272910209197
ENSG00000127989,MTERF1,0.5,0.433493967355137
ENSG00000127990,SGCE,0.2,0.70114294994277
ENSG00000127993,RBM48,0.7,0.113322117603914
ENSG00000127995,CASD1,0.4,0.39739799607596
ENSG00000128000,ZNF780B,-0.6,0.0131739082615876
ENSG00000128011,LRFN1,0.5,0.713879397392442
ENSG00000128016,ZFP36,-0.8,0.192727960065757
ENSG00000128039,SRD5A3,-0.6,0.401491864964553
ENSG00000128040,SPINK2,,
ENSG00000128045,RASL11B,-0.1,0.916595628474481
ENSG00000128050,PAICS,1.2,0.0016300003799427
ENSG00000128052,KDR,-0.3,0.427278035561032
ENSG00000128059,PPAT,1.1,0.0604838159713454
ENSG00000128159,TUBGCP6,-0.6,0.0628803030235282
ENSG00000128165,ADM2,0.5,0.775970035526566
ENSG00000128185,DGCR6L,-0.8,0.413996568751804
ENSG00000128191,DGCR8,-1.0,0.0696278378276783
ENSG00000128203,ASPHD2,-0.6,0.564907038726024
ENSG00000128218,VPREB3,1.5,0.30162497428706
ENSG00000128228,SDF2L1,1.2,0.258914198373627
ENSG00000128242,GAL3ST1,,
ENSG00000128245,YWHAH,0.6,0.0782332690171798
ENSG00000128262,POM121L9P,2.5,0.0025973979681166
ENSG00000128266,GNAZ,-1.8,0.0062361781807823
ENSG00000128268,MGAT3,-3.2,5.20930277046086e-05
ENSG00000128272,ATF4,,
ENSG00000128274,A4GALT,1.3,0.116131524938165
ENSG00000128283,CDC42EP1,-0.3,0.736235062238737
ENSG00000128284,APOL3,-0.9,0.0340337603663015
ENSG00000128285,MCHR1,1.4,0.372165704161522
ENSG00000128294,TPST2,-0.5,0.409854161668715
ENSG00000128298,BAIAP2L2,-0.2,0.932207301596316
ENSG00000128309,MPST,-0.6,0.468989572882545
ENSG00000128311,TST,-0.1,0.958595314432063
ENSG00000128322,IGLL1,,
ENSG00000128335,APOL2,-0.2,0.759173255919644
ENSG00000128340,RAC2,0.8,0.0948751474372522
ENSG00000128342,LIF,-0.5,0.705667037705927
ENSG00000128346,C22orf23,,
ENSG00000128383,APOBEC3A,0.3,0.837092019229474
ENSG00000128394,APOBEC3F,-0.7,0.405736625772405
ENSG00000128408,RIBC2,0.8,0.622946238305845
ENSG00000128422,KRT17,4.2,4.44037602952003e-07
ENSG00000128438,TBC1D27P,,
ENSG00000128463,EMC4,0.4,0.27102217416423
ENSG00000128482,RNF112,0.7,0.62981943124858
ENSG00000128487,SPECC1,-0.4,0.13435369569634
ENSG00000128512,DOCK4,-0.8,0.0312225073543623
ENSG00000128513,POT1,0.5,0.339862929145804
ENSG00000128524,ATP6V1F,1.0,0.0099397253535989
ENSG00000128534,LSM8,0.3,0.508685207424449
ENSG00000128536,CDHR3,-0.1,0.932288744185869
ENSG00000128563,PRKRIP1,-0.3,0.558646930736884
ENSG00000128564,VGF,,
ENSG00000128567,PODXL,0.9,0.0747291937770125
ENSG00000128573,FOXP2,-0.3,0.708415162581577
ENSG00000128578,STRIP2,0.9,0.221592112991136
ENSG00000128581,IFT22,0.2,0.750559505873179
ENSG00000128585,MKLN1,-0.1,0.79015568713178
ENSG00000128590,DNAJB9,1.0,0.0012747358685847
ENSG00000128591,FLNC,0.5,0.424473543200093
ENSG00000128594,LRRC4,,
ENSG00000128595,CALU,1.4,3.42181830834603e-06
ENSG00000128602,SMO,-0.6,0.624778406314284
ENSG00000128604,IRF5,0.9,0.297405796154765
ENSG00000128606,LRRC17,0.6,0.445345204576297
ENSG00000128607,KLHDC10,,
ENSG00000128609,NDUFA5,0.5,0.203933583449117
ENSG00000128617,OPN1SW,-0.8,0.504720711388034
ENSG00000128626,MRPS12,1.2,0.237290475719738
ENSG00000128641,MYO1B,-0.3,0.211953899659339
ENSG00000128645,HOXD1,,
ENSG00000128654,MTX2,0.1,0.894516270244791
ENSG00000128655,PDE11A,-0.4,0.852624480165113
ENSG00000128656,CHN1,0.7,0.186263283269557
ENSG00000128683,GAD1,,
ENSG00000128692,EIF2S2P4,1.0,0.0048840685134524
ENSG00000128694,OSGEPL1,-0.5,0.2291641185275
ENSG00000128699,ORMDL1,0.1,0.606224677467347
ENSG00000128708,HAT1,0.6,0.124986568927924
ENSG00000128709,HOXD9,,
ENSG00000128710,HOXD10,0.7,0.678709351830152
ENSG00000128713,HOXD11,,
ENSG00000128714,HOXD13,,
ENSG00000128731,HERC2,-0.2,0.683355856656027
ENSG00000128739,SNRPN,-0.2,0.789798899645286
ENSG00000128789,PSMG2,0.7,0.000147832623401735
ENSG00000128791,TWSG1,0.6,0.0597216518359475
ENSG00000128805,ARHGAP22,0.4,0.659695689562362
ENSG00000128815,WDFY4,-0.3,0.702401420159758
ENSG00000128829,EIF2AK4,0.1,0.851657811713729
ENSG00000128833,MYO5C,-1.2,0.000644990309640975
ENSG00000128849,CGNL1,-1.8,6.68749357944064e-07
ENSG00000128872,TMOD2,,
ENSG00000128881,TTBK2,0.2,0.582579697146628
ENSG00000128891,CCDC32,-1.0,0.130212962013926
ENSG00000128908,INO80,-0.4,0.610483113812651
ENSG00000128915,ICE2,0.3,0.415056694791907
ENSG00000128917,DLL4,0.2,0.830310829664087
ENSG00000128918,ALDH1A2,0.6,0.196725058943541
ENSG00000128923,MINDY2,-0.2,0.463578852065944
ENSG00000128928,IVD,-0.3,0.52472215003709
ENSG00000128944,KNSTRN,1.1,0.089196469994712
ENSG00000128951,DUT,0.2,0.548352991845179
ENSG00000128965,CHAC1,1.9,0.128818200618867
ENSG00000128973,CLN6,-0.1,0.919050673448863
ENSG00000128989,ARPP19,0.2,0.395432213041386
ENSG00000129003,VPS13C,0.4,0.204310381622626
ENSG00000129007,CALML4,,
ENSG00000129009,ISLR,0.6,0.198634871334101
ENSG00000129028,THAP10,0.2,0.839538409243636
ENSG00000129038,LOXL1,1.1,0.0548506762780833
ENSG00000129048,ACKR4,-0.3,0.752059705715317
ENSG00000129055,ANAPC13,0.6,0.291895445008434
ENSG00000129071,MBD4,0.6,0.0064927131010843
ENSG00000129083,COPB1,1.1,0.0141211711913496
ENSG00000129084,PSMA1,0.6,0.234873657458446
ENSG00000129103,SUMF2,-0.5,0.203237412939967
ENSG00000129116,PALLD,-0.1,0.777290888216233
ENSG00000129128,SPCS3,0.8,0.0041307960912057
ENSG00000129151,BBOX1,0.6,0.716520221791903
ENSG00000129158,SERGEF,-0.7,0.233776841897867
ENSG00000129159,KCNC1,,
ENSG00000129167,TPH1,-0.9,0.0809214397467999
ENSG00000129170,CSRP3,-0.8,0.503947632499805
ENSG00000129173,E2F8,,
ENSG00000129187,DCTD,0.2,0.788119478584332
ENSG00000129194,SOX15,-0.3,0.871655748248576
ENSG00000129195,PIMREG,1.5,0.322126413569959
ENSG00000129197,RPAIN,0.3,0.539053950486408
ENSG00000129204,USP6,-0.5,0.250183793452362
ENSG00000129214,SHBG,-0.8,0.599898296001183
ENSG00000129219,PLD2,-0.5,0.499484523185343
ENSG00000129226,CD68,1.8,0.0797006727792292
ENSG00000129235,TXNDC17,0.4,0.540734804569298
ENSG00000129244,ATP1B2,-0.4,0.564995074548437
ENSG00000129245,FXR2,-0.1,0.934132887066109
ENSG00000129250,KIF1C,-0.1,0.924041746628817
ENSG00000129255,MPDU1,0.6,0.351239647853317
ENSG00000129292,PHF20L1,0.7,0.0065099327728453
ENSG00000129295,LRRC6,-0.5,0.507631864218481
ENSG00000129315,CCNT1,0.1,0.916490747254239
ENSG00000129317,PUS7L,0.6,0.0432622651801509
ENSG00000129347,KRI1,-0.1,0.877794635851105
ENSG00000129351,ILF3,0.9,0.065801098835603
ENSG00000129353,SLC44A2,-0.8,0.0435919671890676
ENSG00000129354,AP1M2,-0.3,0.740186725839024
ENSG00000129355,CDKN2D,1.5,0.0148160877114739
ENSG00000129422,MTUS1,-0.5,0.0395188162527163
ENSG00000129437,KLK14,-0.2,0.934174601725201
ENSG00000129450,SIGLEC9,0.4,0.713374024036668
ENSG00000129451,KLK10,-1.3,0.100050832637508
ENSG00000129460,NGDN,-1.1,0.127452158737859
ENSG00000129465,RIPK3,-0.9,0.221072224777394
ENSG00000129467,ADCY4,-0.9,0.08614643406277
ENSG00000129472,RAB2B,-0.3,0.613518301309811
ENSG00000129473,BCL2L2,-0.2,0.542349663775931
ENSG00000129474,AJUBA,-0.7,0.205303285023341
ENSG00000129480,DTD2,,
ENSG00000129484,PARP2,0.4,0.503777408655203
ENSG00000129493,HEATR5A,0.1,0.898482615281999
ENSG00000129514,FOXA1,0.1,0.876437602863288
ENSG00000129515,SNX6,0.7,0.0014864646610712
ENSG00000129518,EAPP,0.1,0.869432230826923
ENSG00000129521,EGLN3,3.3,4.729121968437321e-10
ENSG00000129534,MIS18BP1,0.3,0.414320157684442
ENSG00000129535,NRL,0.2,0.883506955372642
ENSG00000129538,RNASE1,-0.2,0.812525132907696
ENSG00000129559,NEDD8,0.3,0.685489703956961
ENSG00000129562,DAD1,0.2,0.805546520626986
ENSG00000129566,TEP1,-0.3,0.564680875404709
