# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 2 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-ENAD-46
# Timestamp: Wed, 22-May-2024 15:40:47
Gene ID	Gene Name	'COVID-19' vs 'normal' in 'colon' .foldChange	'COVID-19' vs 'normal' in 'colon'.pValue	'COVID-19' vs 'normal' in 'lung' .foldChange	'COVID-19' vs 'normal' in 'lung'.pValue
ENSG00000146909	NOM1	-0.1	0.928798161077226	0.5	0.273959619023959
ENSG00000146918	NCAPG2	-0.7	0.0883194345959737	0.7	0.189015241385301
ENSG00000146938	NLGN4X	0.2	0.790250650080695	1.7	0.0757606983545484
ENSG00000146950	SHROOM2	-0.3	0.77767298051864	-0.8	0.233953602929605
ENSG00000146955	RAB19	-1.9	0.0363869498075834	0.6	0.736387011098709
ENSG00000146963	LUC7L2	-0.4	0.253565559291724	-0.7	4.08346530628114E-5
ENSG00000146966	DENND2A	-0.4	0.418924906836753	-2.1	1.9485277598289E-7
ENSG00000147003	CLTRN	-0.5	0.657957596137134	0.5	0.67595658706473
ENSG00000147010	SH3KBP1	-0.8	0.0332251996240194	0.1	0.826015102622141
ENSG00000147027	TMEM47	1.3	0.00105394984170494	-0.2	0.700232403288893
ENSG00000147036	LANCL3	-0.3	0.59547638620155	-1.1	0.161067817299978
ENSG00000147041	SYTL5	-2.7	3.29681169047816E-5	-1.5	0.168981487361105
ENSG00000147044	CASK	-0.4	0.205584161577436		
ENSG00000147050	KDM6A	-0.1	0.842187257371711		
ENSG00000147059	SPIN2A	-0.4	0.710622610823581	-0.7	0.412957804876416
ENSG00000147065	MSN	1.3	4.57969810662475E-4	0.4	0.191557731912416
ENSG00000147082	CCNB3	-2.3	0.0215432676467753	-2.7	0.00397524731576082
ENSG00000147099	HDAC8	0.1	0.740153122516027	-0.2	0.571403499128498
ENSG00000147100	SLC16A2	0.4	0.542758012645777	0.1	0.89701377016273
ENSG00000147113	DIPK2B	0.7	0.304071398451138	-0.1	0.884002211020596
ENSG00000147117	ZNF157	-1.4	0.199878624741988	-0.8	0.573944421910045
ENSG00000147118	ZNF182	-0.4	0.475131642720305	-0.3	0.512423168085198
ENSG00000147119	CHST7	1.0	0.180558126363725	-0.1	0.964329950678927
ENSG00000147121	KRBOX4	0.4	0.516255413058608	-0.4	0.504876638897451
ENSG00000147123	NDUFB11	-1.1	0.0342976853026903	0.5	0.564907038726024
ENSG00000147124	ZNF41	-0.5	0.168041407152333	-0.2	0.70723296546075
ENSG00000147127	RAB41	-2.5	0.00150131340152237	1.1	0.390185226957306
ENSG00000147130	ZMYM3	-0.9	0.0728244954640441	-0.8	0.0392591736798057
ENSG00000147133	TAF1	-0.3	0.25745799080258	-0.1	0.738207942791124
ENSG00000147138	GPR174	-1.5	0.0735207310514944	0.5	0.571475928223358
ENSG00000147140	NONO	0.3	0.286011822395126	0.6	0.0546960912790965
ENSG00000147144	CCDC120	-1.6	5.3743673191772E-4	-0.1	0.909621519650826
ENSG00000147145	LPAR4	-0.4	0.579936934797221	1.2	0.237834906315202
ENSG00000147155	EBP	-1.5	0.0267535279146468	0.2	0.849756201090107
ENSG00000147160	AWAT2			-3.2	0.00557270291005437
ENSG00000147162	OGT	-0.1	0.59798647582008	0.1	0.836481822161181
ENSG00000147164	SNX12	-0.6	0.1322815128805	0.7	0.134815432669404
ENSG00000147166	ITGB1BP2	-1.2	0.0799265472626482	0.4	0.750559505873179
ENSG00000147168	IL2RG	-1.7	0.00407668111387996	1.0	0.13625094020563
ENSG00000147174	GCNA	-1.8	0.0110024522951067	-0.2	0.881725182903121
ENSG00000147180	ZNF711	-1.7	5.71829003040774E-5	-0.7	0.259360971810866
ENSG00000147202	DIAPH2	0.3	0.194042955017146	0.2	0.294329996479317
ENSG00000147206	NXF3	-2.4	0.00985526710882551	-1.9	0.00802048701971421
ENSG00000147224	PRPS1	-0.1	0.905973449618403	-0.9	0.0504857418736987
ENSG00000147231	RADX	-0.7	0.280958562234384	-0.5	0.555642682019516
ENSG00000147234	FRMPD3	-1.2	0.209570540237199	0.3	0.871960121879847
ENSG00000147251	DOCK11	0.5	0.264592604083383	-0.1	0.907804031446853
ENSG00000147255	IGSF1	-1.5	0.142924060925557	-0.7	0.70769472688211
ENSG00000147256	ARHGAP36	1.1	0.440886856584869		
ENSG00000147257	GPC3	0.2	0.826721504554208	-0.4	0.44100342804769
ENSG00000147274	RBMX	0.3	0.178397872537489	0.2	0.636183910145427
ENSG00000147316	MCPH1			-0.6	0.0936262353067725
ENSG00000147324	MFHAS1	0.1	0.74795870324841	0.1	0.901056183954444
ENSG00000147364	FBXO25			-0.8	8.80711357188484E-4
ENSG00000147383	NSDHL	-1.1	0.0308673405306164	0.7	0.382576606426568
ENSG00000147394	ZNF185	0.4	0.665599877013891	-1.6	0.00150917759383334
ENSG00000147400	CETN2	1.4	0.00126155150528735	0.3	0.731440935961955
ENSG00000147403	RPL10	-0.2	0.686340978162569	0.3	0.47247385592635
ENSG00000147408	CSGALNACT1	0.6	0.377341575699688	-0.3	0.528286566019355
ENSG00000147416	ATP6V1B2	0.5	0.0824912733245386	0.8	0.0106275681127248
ENSG00000147419	CCDC25	0.1	0.899370483288108	0.4	0.300128184524306
ENSG00000147421	HMBOX1	0.1	0.87683853015733		
ENSG00000147437	GNRH1	-1.1	0.088197436203154	-0.4	0.752062962883072
ENSG00000147439	BIN3	-2.3	0.00158627218504275	-0.9	0.387379209343757
ENSG00000147443	DOK2	-2.0	0.00918036485302526	-1.0	0.211027825007155
ENSG00000147454	SLC25A37	-0.1	0.65297767040239	1.5	4.73882940391518E-4
ENSG00000147457	CHMP7	-0.6	0.148672834251427	-0.8	0.155349714980474
ENSG00000147459	DOCK5	-0.7	0.0327881206085379	-0.2	0.712196338173071
ENSG00000147465	STAR	-2.4	0.0199766365896525	-0.8	0.581176418956627
ENSG00000147471	PLPBP	0.3	0.485350984710021	0.2	0.778512329999401
ENSG00000147475	ERLIN2	-0.2	0.503904322887566		
ENSG00000147481	SNTG1	2.7	0.00981205114392899		
ENSG00000147485	PXDNL	-1.3	0.149894373790177	-2.7	0.00116533475406111
ENSG00000147488	ST18	-1.0	0.202200078628967	-1.2	0.039716776776034
ENSG00000147509	RGS20	-1.7	0.0990019607930725	-0.8	0.430579347146638
ENSG00000147526	TACC1	1.0	6.09176248420786E-5	-0.6	0.0286338441957216
ENSG00000147533	GOLGA7	1.3	6.90809600723942E-7	0.4	0.201116212381393
ENSG00000147535	PLPP5	-0.1	0.872737780586944	0.3	0.159903531721325
ENSG00000147536	GINS4	-1.2	0.0434384487728385	1.9	0.031136756835474
ENSG00000147548	NSD3	0.2	0.538544293295274	0.3	0.409065868010615
ENSG00000147570	DNAJC5B	-1.3	0.21736217202673	0.6	0.635334805752032
ENSG00000147573	TRIM55	-2.4	0.0156288625730149		
ENSG00000147576	ADHFE1	-0.4	0.648288828757735	-0.6	0.369483057108872
ENSG00000147586	MRPS28	0.8	0.174434097817936	0.5	0.432639957360865
ENSG00000147588	PMP2	-1.1	0.150029574940949	0.5	0.610911614254172
ENSG00000147592	LACTB2	1.1	0.0348185669836122	0.8	0.151192255716851
ENSG00000147601	TERF1	0.7	0.13987142183773	-0.3	0.375220253765032
ENSG00000147604	RPL7	0.7	0.0294168135567866	0.8	1.07809629863242E-4
ENSG00000147606	SLC26A7	0.2	0.842306905687807	-1.3	0.101465956226133
ENSG00000147614	ATP6V0D2	-2.3	0.0132989222544465	-2.2	0.0045758461284504
ENSG00000147642	SYBU			-0.8	0.163709339898252
ENSG00000147647	DPYS	-0.4	0.831042864385021	-0.3	0.811712396242124
ENSG00000147649	MTDH	0.8	9.16005311212512E-6	0.7	4.51157973741879E-5
ENSG00000147650	LRP12	0.5	0.154378470423053	0.7	0.0273399417430822
ENSG00000147654	EBAG9	0.1	0.583166965805475	-0.2	0.710716318840023
ENSG00000147655	RSPO2	-0.8	0.382777928412798	-1.4	0.114979024376054
ENSG00000147669	POLR2K	1.0	8.72983485980024E-5	0.9	0.0235333805905103
ENSG00000147676	MAL2	-0.4	0.653317674749954	-0.6	0.180013608229194
ENSG00000147677	EIF3H	0.7	0.00586198890924365	0.5	0.110587464118625
ENSG00000147679	UTP23	0.7	0.0299344469644328	-0.1	0.850136229317504
ENSG00000147684	NDUFB9	-0.4	0.295277325723606	0.1	0.897695106973793
ENSG00000147687	TATDN1	0.9	0.00597231413590451	-0.3	0.638597373935081
ENSG00000147689	FAM83A	-0.3	0.867637959459088	3.2	0.00229112609600295
ENSG00000147697	GSDMC	-1.7	0.190068570756821	1.1	0.309326252911717
ENSG00000147724	FAM135B	-2.3	0.00896134649459102	-0.9	0.626461090637895
ENSG00000147789	ZNF7	-0.1	0.857144269656525	-0.7	0.0442295932109787
ENSG00000147799	ARHGAP39	-2.2	1.57754374983299E-4	0.4	0.750225963826034
ENSG00000147804	SLC39A4	-0.7	0.347966137801164	-0.4	0.694907557684847
ENSG00000147813	NAPRT	-1.8	3.98837373341834E-4	0.4	0.663664676019105
ENSG00000147852	VLDLR	0.2	0.845271110126505	-1.6	4.79715603707144E-7
ENSG00000147853	AK3	0.5	0.133588007046471	0.4	0.254698042497564
ENSG00000147854	UHRF2	0.6	0.0315509766237323	0.3	0.288953535609603
ENSG00000147862	NFIB	0.8	0.00710201912682478	-0.1	0.713879397392442
ENSG00000147872	PLIN2	2.1	0.00159051132079914	1.9	0.00147510232715889
ENSG00000147873	IFNA5	-2.9	0.00543663604828886	-2.1	0.104334681463922
ENSG00000147874	HAUS6	0.6	0.0747893440113805	0.7	0.042057137249413
ENSG00000147883	CDKN2B	-0.9	0.138977948975402	-0.9	0.0541212875542509
ENSG00000147889	CDKN2A	-0.2	0.906044100755407	1.3	0.0871355789509175
ENSG00000147894	C9orf72	0.5	0.282236665633336	0.7	0.0281379570967719
ENSG00000147896	IFNK	-0.1	0.897968910599479	-0.9	0.238159032302391
ENSG00000147905	ZCCHC7	0.6	0.106009531945164	0.3	0.498707669299309
ENSG00000147912	FBXO10			-0.1	0.926550356696633
ENSG00000147955	SIGMAR1	-0.1	0.819883570707639	0.7	0.230311210522633
ENSG00000147996	CBWD5	0.3	0.524090487991066	0.3	0.470435254730309
ENSG00000148019	CEP78	-0.1	0.719105387542089	-0.2	0.691885012582169
ENSG00000148053	NTRK2	0.7	0.391333226092343	1.3	0.0647856915544927
ENSG00000148057	IDNK	0.7	0.422355259186649	-0.4	0.680054350163886
ENSG00000148082	SHC3	-1.1	0.0329620936679416	-1.1	0.0980656297653523
ENSG00000148090	AUH	0.4	0.471226691216565	0.1	0.931492172574681
ENSG00000148110	MFSD14B	0.3	0.414221714134858		
ENSG00000148120	AOPEP	0.3	0.422985984801113	-0.2	0.530859599831926
ENSG00000148123	PLPPR1	0.3	0.787627369226478	-3.8	7.87680791582562E-4
ENSG00000148143	ZNF462			-0.6	0.0639876706617079
ENSG00000148153	INIP	0.3	0.39586334052455	0.4	0.609553062217734
ENSG00000148154	UGCG	1.1	0.0180103075463373	1.6	6.11220429613387E-5
ENSG00000148158	SNX30	-0.8	0.054704109724891	-0.8	0.00548573925516594
ENSG00000148175	STOM	2.0	4.99867425377147E-8	0.7	2.96722343180204E-4
ENSG00000148180	GSN	0.3	0.387783564936264	0.4	0.31304035828759
ENSG00000148187	MRRF	-0.2	0.570116919230652	-0.6	0.122974061431415
ENSG00000148200	NR6A1	-1.6	0.0110429684445549	0.2	0.910589258754677
ENSG00000148204	CRB2	-5.8	1.75444520959016E-16	-1.7	0.154740425900712
ENSG00000148218	ALAD			-0.1	0.85109534119185
ENSG00000148219	ASTN2	-0.3	0.680341124558696	0.8	0.295025897750612
ENSG00000148225	WDR31	-1.0	0.131612069301038	0.1	0.950649542190276
ENSG00000148229	POLE3	0.3	0.44345124649022	0.5	0.149135479809305
ENSG00000148248	SURF4	-0.3	0.292239782848179	1.1	7.0945330016879E-7
ENSG00000148288	GBGT1			-0.7	0.332613580162503
ENSG00000148290	SURF1	-1.0	0.0452828063927291	-0.1	0.952806807121042
ENSG00000148291	SURF2	-2.2	1.02497177112079E-4	-0.6	0.589865767116464
ENSG00000148296	SURF6			0.6	0.289380383498993
ENSG00000148297	MED22	-1.1	0.00166181909684567	-0.3	0.741470024849432
ENSG00000148300	REXO4	-0.5	0.448427890994308	0.4	0.658186043178824
ENSG00000148303	RPL7A	-0.3	0.329671497430402	0.5	0.037367041292888
ENSG00000148308	GTF3C5	-0.7	0.119942811146835	-0.5	0.338251417369264
ENSG00000148331	ASB6	-0.6	0.48895783515364	-0.3	0.632389315116462
ENSG00000148334	PTGES2	-1.2	0.0102476689730549	-0.3	0.719333959829835
ENSG00000148335	NTMT1	-2.5	0.00592716796906434	-0.3	0.852677917435383
ENSG00000148337	CIZ1	0.2	0.580845945829103	-0.3	0.723672250188159
ENSG00000148339	SLC25A25	-1.4	0.0651985788915512	-1.3	0.082293547047727
ENSG00000148341	SH3GLB2	-1.4	0.00219868390812878	0.1	0.888905266692946
ENSG00000148343	MIGA2	-1.8	0.00518882287276278	-0.4	0.705881462975379
ENSG00000148344	PTGES	1.6	0.0537315577451131	1.0	0.29081412219197
ENSG00000148346	LCN2	-2.3	0.0124594971700622	3.5	1.31769105681074E-6
ENSG00000148356	LRSAM1	-1.4	0.02097817856248	0.7	0.346359361606249
ENSG00000148357	HMCN2	-0.9	0.199675879959846	-1.8	0.00305936253029973
ENSG00000148358	GPR107	0.2	0.732102142836257	-0.1	0.811712396242124
ENSG00000148362	PAXX	0.1	0.896445263078477	0.7	0.442686205184
ENSG00000148377	IDI2	-1.8	0.17544674119917	1.2	0.466390632161988
ENSG00000148384	INPP5E	-0.6	0.307427510422796	-1.9	1.33184695787262E-4
ENSG00000148396	SEC16A	-0.4	0.366425837466104	-0.1	0.831076258878909
ENSG00000148399	DPH7			-0.6	0.486083734172529
ENSG00000148400	NOTCH1	-0.4	0.379884490861676	-0.4	0.54889953023064
ENSG00000148408	CACNA1B	-0.2	0.899224748835503		
ENSG00000148411	NACC2	0.5	0.269480567099885	0.1	0.880078914584463
ENSG00000148426	PROSER2	0.4	0.620335009605187	-1.9	0.00459404924851549
ENSG00000148429	USP6NL	-0.2	0.579457915755929	-0.5	0.0178064333427274
ENSG00000148444	COMMD3	-1.3	0.00965083990504097	-0.3	0.769473917541804
ENSG00000148450	MSRB2	0.3	0.76339938450746	-0.3	0.690518866964903
ENSG00000148459	PDSS1	-1.5	0.00589382703338666	0.9	0.0887079546310024
ENSG00000148468	FAM171A1	-0.1	0.794861547749679	0.1	0.874159278396761
ENSG00000148481	MINDY3	0.5	0.0329310551545756	-0.2	0.74472448766263
ENSG00000148482	SLC39A12			1.5	0.322577562880989
ENSG00000148483	TMEM236	-0.6	0.578897636511562	0.2	0.808440190487379
ENSG00000148484	RSU1	1.0	5.34509186159096E-4	0.5	0.0676172861430093
ENSG00000148488	ST8SIA6	-0.7	0.362402966597691	-0.4	0.594395275062512
ENSG00000148498	PARD3	0.2	0.495654963301805	-0.5	0.174352025737033
ENSG00000148513	ANKRD30A	-1.0	0.509342836842196		
ENSG00000148516	ZEB1	1.6	3.89908279467987E-4	0.4	0.161944561376468
ENSG00000148541	FAM13C			-0.8	0.16707746069126
ENSG00000148572	NRBF2	0.7	0.196336474302971	0.5	0.310647755776992
ENSG00000148584	A1CF	-1.2	0.169763075817608	2.6	0.0306465357891769
ENSG00000148600	CDHR1	-0.8	0.435289240574413	-1.6	0.201627541302818
ENSG00000148604	RGR	1.5	0.244054735224487	-2.9	0.00623646927958125
ENSG00000148606	POLR3A	-0.3	0.695924887415864	-0.6	0.201116212381393
ENSG00000148634	HERC4	0.1	0.823371309057982	0.7	0.0154496141240333
ENSG00000148655	LRMDA	0.4	0.572133491834489	-1.0	0.00283299505523561
ENSG00000148660	CAMK2G	-0.4	0.240840843933797	-0.6	0.259666517364443
ENSG00000148672	GLUD1	0.4	0.169188944506183	0.2	0.457060091615913
ENSG00000148677	ANKRD1	1.5	0.241691734155722	0.3	0.758884636953533
ENSG00000148680	HTR7	0.3	0.808468580364076	-0.8	0.532291176025537
ENSG00000148688	RPP30	0.1	0.895973470494079	-0.1	0.752264465529542
ENSG00000148690	FRA10AC1	0.6	0.0840891894359079	0.2	0.686079527534721
ENSG00000148700	ADD3	0.1	0.857353565859262	0.4	0.331458249113473
ENSG00000148702	HABP2			-0.4	0.820785401129074
ENSG00000148719	DNAJB12	0.1	0.893289388316385	-0.3	0.430720759631382
ENSG00000148730	EIF4EBP2	0.2	0.604679967305988	-0.1	0.616725376408315
ENSG00000148734	NPFFR1	-2.1	0.0158350479103613	-3.1	0.00257423059467313
ENSG00000148735	PLEKHS1	-1.9	0.0330146861976284	0.7	0.539984975706408
ENSG00000148737	TCF7L2			-0.4	0.132564293796346
ENSG00000148773	MKI67	-1.3	0.149850259696555	2.4	1.59538361357589E-4
ENSG00000148795	CYP17A1	-0.4	0.797776165984643	-1.9	0.168688612469014
ENSG00000148798	INA	1.5	0.0157718299847395	1.5	0.288835003949296
ENSG00000148803	FUOM	-1.4	0.0689852256333615	1.0	0.297369364426588
ENSG00000148814	LRRC27	0.2	0.797889784709281	0.3	0.750559505873179
ENSG00000148824	MTG1	-1.5	0.00954335282731772	-0.8	0.370144070276698
ENSG00000148826	NKX6-2	0.2	0.898107494715004	-2.6	0.0396999030804707
ENSG00000148832	PAOX	-0.8	0.452009096411697	-0.5	0.735265411215088
ENSG00000148834	GSTO1	0.5	0.168411504558515	1.2	0.00400091753226648
ENSG00000148835	TAF5	-0.8	0.0450981132017667	-0.7	0.352445492942556
ENSG00000148840	PPRC1	0.2	0.711731443969878		
ENSG00000148841	ITPRIP	0.4	0.493362963847923	-0.1	0.875855209430863
ENSG00000148842	CNNM2	-1.5	9.81161006294414E-6	-1.4	7.19659862686843E-5
ENSG00000148848	ADAM12	-1.1	0.155230606070284	2.8	3.40917896749406E-13
ENSG00000148908	RGS10	0.6	0.0789610592367005	1.0	0.00479778567478208
ENSG00000148925	BTBD10	0.3	0.473072793550989		
ENSG00000148926	ADM	2.0	0.00687494163222549	2.1	0.00217174672276176
ENSG00000148935	GAS2	-0.3	0.660873373045564	-0.7	0.280415168835193
ENSG00000148942	SLC5A12	-0.5	0.627349070530438	-0.9	0.517298980861556
ENSG00000148943	LIN7C	1.2	9.49936844059126E-6	0.7	0.0458238990548944
ENSG00000148948	LRRC4C	0.9	0.205245451033361	-0.1	0.966193712237499
ENSG00000148950	IMMP1L	0.2	0.758575252676478	0.1	0.929371137329258
ENSG00000148965	SAA4			2.0	0.172658020956859
ENSG00000148985	PGAP2	-0.5	0.455135106263632	-1.2	0.0359468670793852
ENSG00000149016	TUT1	-0.7	0.394687679755725	-0.2	0.859910604793441
ENSG00000149021	SCGB1A1			-1.9	0.0271197499618787
ENSG00000149043	SYT8	-2.3	0.0708712721927468	-1.2	0.394918760083873
ENSG00000149050	ZNF214	-0.5	0.350286142801805	-0.5	0.534908260166704
ENSG00000149054	ZNF215	-1.5	0.0460820805178288	0.7	0.496461798912833
ENSG00000149084	HSD17B12	0.6	0.0386317274322458	0.5	0.165438311259506
ENSG00000149089	APIP	-0.2	0.709550480228605	-0.3	0.57030405355741
ENSG00000149090	PAMR1	-0.7	0.41227349871017	0.1	0.946835500251647
ENSG00000149091	DGKZ	-1.4	0.0111991556440794	-0.7	0.290079972179713
ENSG00000149100	EIF3M	1.0	7.29360783511865E-4	0.6	0.115588140732657
ENSG00000149115	TNKS1BP1	0.3	0.592547151781541	-0.8	0.0935699369288563
ENSG00000149124	GLYAT	-2.3	0.0729174976085308		
ENSG00000149131	SERPING1	1.5	0.00589382703338666	-0.4	0.27222973679167
ENSG00000149136	SSRP1	0.6	0.242021641380739	0.2	0.717759167970263
ENSG00000149150	SLC43A1	-0.8	0.372557228397309		
ENSG00000149177	PTPRJ	-0.6	0.143608387303842		
ENSG00000149179	C11orf49	-0.3	0.682032475125455	-0.4	0.406246356872325
ENSG00000149182	ARFGAP2	-0.6	0.0834362362577906	0.1	0.898032902914276
ENSG00000149187	CELF1	0.4	0.13190649812611	0.8	4.45639916652995E-4
ENSG00000149196	HIKESHI	0.8	0.0136675783828653	0.7	0.258694205121945
ENSG00000149201	CCDC81	-1.9	0.0109152920155879	-0.5	0.493436577248789
ENSG00000149212	SESN3	0.5	0.299868169091842	0.3	0.460467349314197
ENSG00000149218	ENDOD1			0.2	0.654812379030385
ENSG00000149231	CCDC82	0.8	0.00935846381279901	0.2	0.629924616912931
ENSG00000149243	KLHL35	-0.6	0.476059262429978	-0.8	0.515088757874788
ENSG00000149256	TENM4	-0.5	0.572133491834489	1.0	0.249820657467612
ENSG00000149257	SERPINH1	0.7	0.284581319545919	2.2	3.94001993304253E-9
ENSG00000149260	CAPN5	-1.2	0.00773164137047808	1.0	0.173300738697725
ENSG00000149262	INTS4	-0.8	0.0406302118167499		
ENSG00000149269	PAK1			0.4	0.502293588942093
ENSG00000149273	RPS3	0.5	0.126492464388129	1.5	5.78983688488005E-18
ENSG00000149289	ZC3H12C	0.4	0.220797532449863	-0.5	0.240927165565666
ENSG00000149292	TTC12	-0.5	0.523301517075648	-0.9	0.186796108430601
ENSG00000149294	NCAM1	0.8	0.0304006106439527	-0.3	0.697239455790141
ENSG00000149295	DRD2	-2.1	0.0306676444851591	-2.0	0.187467664784382
ENSG00000149308	NPAT	0.4	0.173353313212851	0.1	0.667124206552241
ENSG00000149311	ATM	0.3	0.493221670329627	0.1	0.7863849952402
ENSG00000149313	AASDHPPT	0.8	0.0908558186184562	0.6	0.19961423774381
ENSG00000149328	GLB1L2	-0.9	0.279463220457942	0.2	0.901747816017061
ENSG00000149346	SLX4IP	-0.1	0.850491313076054	0.6	0.250622341153939
ENSG00000149357	LAMTOR1	-0.6	0.282465343838255	-0.2	0.684177027754112
ENSG00000149380	P4HA3			1.8	0.00673548173041163
ENSG00000149403	GRIK4	-3.5	9.58276918405832E-5	-1.5	0.0251057081832476
ENSG00000149418	ST14	-2.0	0.00853231352028733	0.2	0.862192033781225
ENSG00000149428	HYOU1	-0.2	0.623856216409319	0.8	0.151005478615919
ENSG00000149435	GGTLC1			-3.6	6.04803398982856E-6
ENSG00000149451	ADAM33	0.4	0.48895783515364	-0.2	0.85337755895699
ENSG00000149452	SLC22A8	-0.5	0.759343922258396	-3.0	0.00146526205486054
ENSG00000149474	KAT14	-0.4	0.529595659875519	-1.2	0.00855379917841386
ENSG00000149476	TKFC	-1.6	4.94796845516581E-6	-1.3	0.028530616935429
ENSG00000149480	MTA2	-0.2	0.649822829814602	0.6	0.27679009377687
ENSG00000149483	TMEM138	1.3	0.0243401721312443	-0.1	0.878514843419252
ENSG00000149485	FADS1	1.7	0.00408276937869876	0.7	0.0428823121027503
ENSG00000149488	TMC2	-0.2	0.830917007323477	-1.4	0.263122135507613
ENSG00000149489	ROM1	0.6	0.516262698351345	0.2	0.891011350677228
ENSG00000149499	EML3	-0.5	0.369144554864024	0.4	0.635350627159023
ENSG00000149503	INCENP	-1.2	0.0313151671933501	-0.3	0.774026852291531
ENSG00000149506	ZP1	-1.0	0.484946959326478		
ENSG00000149516	MS4A3			1.3	0.376083168328997
ENSG00000149527	PLCH2	-3.4	8.34485568619559E-5	-0.9	0.4377532931894
ENSG00000149531	FRG1BP	-0.7	0.374595371568038	-0.6	0.441991387698618
ENSG00000149532	CPSF7	-0.7	0.0472128988859409	-0.8	0.187242088573906
ENSG00000149534	MS4A2	-1.8	0.0672374146639861	-2.9	1.16913052342635E-5
ENSG00000149541	B3GAT3	-0.9	0.176325149503904	0.5	0.586362074859873
ENSG00000149547	EI24	0.6	0.101441740073628	1.1	1.11189474862599E-7
ENSG00000149548	CCDC15	-0.9	0.132456694786664	0.2	0.818810251975591
ENSG00000149554	CHEK1	0.2	0.811982775045907	1.6	0.00483745287923942
ENSG00000149557	FEZ1	1.8	0.00613372199714572	-0.9	0.140395762966393
ENSG00000149564	ESAM	0.5	0.490371256941552	0.1	0.886304162683914
ENSG00000149571	KIRREL3	-0.6	0.542758012645777	-0.9	0.427404543019114
ENSG00000149573	MPZL2	1.0	0.0512268887226314	0.6	0.274817222604354
ENSG00000149575	SCN2B	0.9	0.412854471638102	-2.3	0.00200783479972067
ENSG00000149577	SIDT2	-0.7	0.342464535248499	-0.7	0.139665406088612
ENSG00000149582	TMEM25	-0.4	0.609026758899477	-1.2	0.0915364680197092
ENSG00000149591	TAGLN	1.0	0.136644936336705	-0.1	0.956689946675872
ENSG00000149596	JPH2	-0.7	0.380618426374932	-2.2	0.0365807294330673
ENSG00000149599	DUSP15	-0.8	0.559283921816071	-1.2	0.369393247095065
ENSG00000149600	COMMD7	-0.8	0.179442620007793	-0.1	0.828800949297161
ENSG00000149609	C20orf144	-0.3	0.837236683144446	-0.4	0.790628586535338
ENSG00000149633	KIAA1755	0.4	0.541756520801803	0.3	0.8477075240808
ENSG00000149634	SPATA25	-0.9	0.310998656251437		
ENSG00000149636	DSN1	-0.9	0.132097347059126		
ENSG00000149639	SOGA1	0.4	0.473146573956991	-0.9	0.00822420412824543
ENSG00000149646	CNBD2			-2.2	0.118245625615885
ENSG00000149651	SPINT4	-0.1	0.94818514576307	-1.3	0.310399332098241
ENSG00000149654	CDH22	-0.1	0.949244191168194		
ENSG00000149656	LINC00266-1	-0.8	0.571996752461257		
ENSG00000149657	LSM14B	-0.2	0.496622478282198	0.5	0.226125731718644
ENSG00000149658	YTHDF1	0.2	0.421737916885133	0.5	0.0796874685138711
ENSG00000149679	CABLES2	-0.3	0.678248270513465	-0.7	0.295136691017112
ENSG00000149716	LTO1	-0.4	0.537040379791359	-0.7	0.274466404509675
ENSG00000149742	SLC22A9	-0.3	0.782040508695158		
ENSG00000149743	TRPT1	-1.3	0.0705510368913935	-0.6	0.492955998205287
ENSG00000149761	NUDT22	1.1	0.221361461330718	-0.4	0.74192592761678
ENSG00000149781	FERMT3	-0.9	0.200123745412637	0.1	0.961882455557893
ENSG00000149782	PLCB3	-2.0	5.23820028859893E-6	-0.4	0.66270024441708
ENSG00000149792	MRPL49	-0.8	0.125538062601095	0.1	0.9151127395829
ENSG00000149806	FAU	0.2	0.689448706029684	0.2	0.367187934406898
ENSG00000149809	TM7SF2	-2.4	4.26630358990954E-4	-1.2	0.13412353923953
ENSG00000149823	VPS51	-1.0	0.0998177506531885	-0.9	0.208989800604118
ENSG00000149922	TBX6	-1.9	0.0169981758064668	-0.1	0.932835698097669
ENSG00000149923	PPP4C	-0.3	0.564452572688823	0.9	0.0800431609034816
ENSG00000149925	ALDOA	1.2	0.0518189162954565	1.7	0.0639875994876447
ENSG00000149927	DOC2A	0.3	0.799996113075534	0.2	0.918804200056595
ENSG00000149929	HIRIP3	0.1	0.874742701977625	-0.6	0.429856550820733
ENSG00000149930	TAOK2	-0.1	0.855867880671025		
ENSG00000149932	TMEM219	-0.7	0.26882170780322	-0.1	0.836481822161181
ENSG00000149948	HMGA2	-1.4	0.0770088381491181	1.7	0.00702025103534846
ENSG00000149968	MMP3			1.2	0.294738233886037
ENSG00000149970	CNKSR2			-0.7	0.165219628289085
ENSG00000149972	CNTN5	0.2	0.892171488191162	-0.1	0.926672046500006
ENSG00000150045	KLRF1	-0.7	0.471156942366451	-1.1	0.113868880733765
ENSG00000150048	CLEC1A	1.0	0.264994203326393	-0.1	0.887461477487833
ENSG00000150051	MKX	0.7	0.272527757596861	-0.1	0.903384336545018
ENSG00000150054	MPP7	0.8	0.0452525102244572	-0.4	0.318902508946997
ENSG00000150093	ITGB1	1.1	0.00431928025782648	0.5	0.00518558510714873
ENSG00000150175	FRMPD2B	-2.3	0.0580518031093592	0.2	0.938674371508812
ENSG00000150201	FXYD4			-0.7	0.686079527534721
