Gene ID	Gene Name_x	Colon_FoldChange	Colon_pValue	Gene Name_y	Lung_FoldChange	Lung_pValue
ENSG00000132563	REEP2	-0.1_0.927882421980583	0.927882421980583	REEP2	NA_NA	NA
ENSG00000132570	PCBD2	-0.6_0.328695432880517	0.328695432880517	PCBD2	-0.7_0.17492814324393	0.17492814324393
ENSG00000132581	SDF2	-0.9_0.128372500532709	0.128372500532709	SDF2	0.1_0.790372435850987	0.790372435850987
ENSG00000132589	FLOT2	-0.3_0.388447980446224	0.388447980446224	FLOT2	0.1_0.921683874028126	0.921683874028126
ENSG00000132591	ERAL1	-1.1_0.0313768300044085	0.0313768300044085	ERAL1	NA_NA	NA
ENSG00000132600	PRMT7	-0.2_0.701803330498919	0.701803330498919	PRMT7	-0.4_0.409679908345456	0.409679908345456
ENSG00000132603	NIP7	NA_NA	NA	NIP7	1.1_0.0213686196813244	0.0213686196813244
ENSG00000132604	TERF2	0.3_0.359099785133179	0.359099785133179	TERF2	0.1_0.86044486268752	0.86044486268752
ENSG00000132612	VPS4A	-0.4_0.463800303152387	0.463800303152387	VPS4A	-0.9_0.0515909053791633	0.0515909053791633
ENSG00000132613	MTSS2	0.6_0.374794456588222	0.374794456588222	MTSS2	0.2_0.891869225639834	0.891869225639834
ENSG00000132622	HSPA12B	-0.6_0.520892918078999	0.520892918078999	HSPA12B	-0.4_0.511849151834718	0.511849151834718
ENSG00000132623	ANKEF1	-1.2_0.0621144148237843	0.0621144148237843	ANKEF1	-0.5_0.496476157933293	0.496476157933293
ENSG00000132635	PCED1A	-1.5_0.0017784411612867	0.0017784411612867	PCED1A	-0.8_0.258901021202426	0.258901021202426
ENSG00000132639	SNAP25	1.4_0.0387629210874506	0.0387629210874506	SNAP25	0.3_0.843402784366317	0.843402784366317
ENSG00000132640	BTBD3	1.3_0.0105222754832138	0.0105222754832138	BTBD3	-0.8_0.0973309385116862	0.0973309385116862
ENSG00000132646	PCNA	-0.2_0.825300966033788	0.825300966033788	PCNA	1.2_0.0001564248649058	0.0001564248649058
ENSG00000132661	NXT1	0.6_0.26882170780322	0.26882170780322	NXT1	1.1_0.0689105719382475	0.0689105719382475
ENSG00000132664	POLR3F	-0.5_0.452040267390431	0.452040267390431	POLR3F	-0.2_0.730563124997774	0.730563124997774
ENSG00000132669	RIN2	-0.1_0.783796003086327	0.783796003086327	RIN2	-0.1_0.890863751020427	0.890863751020427
ENSG00000132670	PTPRA	0.9_0.0267481136962117	0.0267481136962117	PTPRA	-0.1_0.842415214829231	0.842415214829231
ENSG00000132676	DAP3	0.3_0.416712608504291	0.416712608504291	DAP3	1.3_2.2358881737699e-05	2.2358881737699e-05
ENSG00000132680	KHDC4	0.3_0.472754065496256	0.472754065496256	KHDC4	0.5_0.208881437763882	0.208881437763882
ENSG00000132681	ATP1A4	-1.5_0.201778156570145	0.201778156570145	ATP1A4	NA_NA	NA
ENSG00000132688	NES	0.3_0.713049452698748	0.713049452698748	NES	-0.2_0.656785940556349	0.656785940556349
ENSG00000132692	BCAN	-4.2_2.3721579965227e-09	2.3721579965227e-09	BCAN	NA_NA	NA
ENSG00000132694	ARHGEF11	-0.9_0.0493047259130256	0.0493047259130256	ARHGEF11	-0.5_0.381781257743811	0.381781257743811
ENSG00000132698	RAB25	-1.4_0.12503800078123	0.12503800078123	RAB25	-0.3_0.781930067716675	0.781930067716675
ENSG00000132704	FCRL2	-2.7_0.0008952136173212	0.0008952136173212	FCRL2	-1.2_0.256193319626505	0.256193319626505
ENSG00000132716	DCAF8	0.3_0.456634765472691	0.456634765472691	DCAF8	-0.3_0.314979924792433	0.314979924792433
ENSG00000132718	SYT11	1.1_0.01623960182011	0.01623960182011	SYT11	0.3_0.509696384327412	0.509696384327412
ENSG00000132740	IGHMBP2	-0.3_0.625409550298975	0.625409550298975	IGHMBP2	-0.5_0.496747964388412	0.496747964388412
ENSG00000132744	ACY3	-5.0_6.06314165586609e-07	6.06314165586609e-07	ACY3	NA_NA	NA
ENSG00000132746	ALDH3B2	NA_NA	NA	ALDH3B2	1.2_0.479969220055467	0.479969220055467
ENSG00000132749	TESMIN	-0.3_0.79350317646452	0.79350317646452	TESMIN	0.2_0.905057673837654	0.905057673837654
ENSG00000132763	MMACHC	0.6_0.44778653292172	0.44778653292172	MMACHC	0.3_0.777040154181687	0.777040154181687
ENSG00000132768	DPH2	-0.8_0.193440726553241	0.193440726553241	DPH2	-0.1_0.955407647966893	0.955407647966893
ENSG00000132773	TOE1	-1.7_0.0227255144231049	0.0227255144231049	TOE1	-0.2_0.925605300247645	0.925605300247645
ENSG00000132780	NASP	0.2_0.531702500025506	0.531702500025506	NASP	NA_NA	NA
ENSG00000132781	MUTYH	-2.0_0.0083691727580889	0.0083691727580889	MUTYH	-0.9_0.266532424074704	0.266532424074704
ENSG00000132792	CTNNBL1	-0.2_0.738354029486005	0.738354029486005	CTNNBL1	-0.5_0.369311098627833	0.369311098627833
ENSG00000132793	LPIN3	-0.5_0.602835251081215	0.602835251081215	LPIN3	-3.2_2.63218526129136e-10	2.63218526129136e-10
ENSG00000132801	ZSWIM3	-2.1_0.0089223206568776	0.0089223206568776	ZSWIM3	-0.2_0.872919217229412	0.872919217229412
ENSG00000132819	RBM38	-0.9_0.108166954354483	0.108166954354483	RBM38	0.4_0.616001212023813	0.616001212023813
ENSG00000132821	VSTM2L	0.2_0.897935375557308	0.897935375557308	VSTM2L	3.1_0.0006953800339398	0.0006953800339398
ENSG00000132823	OSER1	1.2_0.0128271581756449	0.0128271581756449	OSER1	0.4_0.451904461365204	0.451904461365204
ENSG00000132824	SERINC3	0.5_0.084136750441714	0.084136750441714	SERINC3	0.5_0.277194007149613	0.277194007149613
ENSG00000132825	PPP1R3D	0.3_0.600666264941626	0.600666264941626	PPP1R3D	NA_NA	NA
ENSG00000132837	DMGDH	1.1_0.156855489663351	0.156855489663351	DMGDH	0.7_0.443223694533565	0.443223694533565
ENSG00000132840	BHMT2	-0.1_0.860186501282037	0.860186501282037	BHMT2	0.3_0.650383944795843	0.650383944795843
ENSG00000132842	AP3B1	0.1_0.543978085211429	0.543978085211429	AP3B1	0.6_0.0240535340036955	0.0240535340036955
ENSG00000132846	ZBED3	0.3_0.363361493429473	0.363361493429473	ZBED3	-1.0_0.0181838182034548	0.0181838182034548
ENSG00000132849	PATJ	-0.3_0.632994195587553	0.632994195587553	PATJ	-1.3_1.69437214851955e-06	1.69437214851955e-06
ENSG00000132854	KANK4	-1.2_0.174576349508013	0.174576349508013	KANK4	-1.9_0.0118664420377933	0.0118664420377933
ENSG00000132855	ANGPTL3	0.8_0.148482902362479	0.148482902362479	ANGPTL3	0.7_0.276678363956259	0.276678363956259
ENSG00000132872	SYT4	1.7_0.010775977726734	0.010775977726734	SYT4	NA_NA	NA
ENSG00000132874	SLC14A2	-0.5_0.698742341559968	0.698742341559968	SLC14A2	-0.6_0.656825382145798	0.656825382145798
ENSG00000132879	FBXO44	-0.9_0.262614334550301	0.262614334550301	FBXO44	0.6_0.592808834609671	0.592808834609671
ENSG00000132881	CPLANE2	-2.3_0.0469402542435937	0.0469402542435937	CPLANE2	NA_NA	NA
ENSG00000132906	CASP9	0.3_0.732705201650551	0.732705201650551	CASP9	-0.8_0.204824184326081	0.204824184326081
ENSG00000132911	NMUR2	-0.6_0.729688451508904	0.729688451508904	NMUR2	-0.6_0.722975073274847	0.722975073274847
ENSG00000132912	DCTN4	0.6_0.0066380260689598	0.0066380260689598	DCTN4	0.2_0.274445717097754	0.274445717097754
ENSG00000132915	PDE6A	-1.7_0.0676647285770547	0.0676647285770547	PDE6A	NA_NA	NA
ENSG00000132932	ATP8A2	0.7_0.448928995699911	0.448928995699911	ATP8A2	-1.3_0.0941229970284159	0.0941229970284159
ENSG00000132938	MTUS2	-0.9_0.35676375468269	0.35676375468269	MTUS2	-2.1_0.0634479439360188	0.0634479439360188
ENSG00000132950	ZMYM5	NA_NA	NA	ZMYM5	0.5_0.142930692594065	0.142930692594065
ENSG00000132952	USPL1	0.2_0.562144063081832	0.562144063081832	USPL1	NA_NA	NA
ENSG00000132953	XPO4	0.4_0.120578803449061	0.120578803449061	XPO4	-0.3_0.268842739758824	0.268842739758824
ENSG00000132958	TPTE2	-0.2_0.85699244873554	0.85699244873554	TPTE2	-0.9_0.549090329549916	0.549090329549916
ENSG00000132963	POMP	0.4_0.253278481821598	0.253278481821598	POMP	1.3_0.0002075116949625	0.0002075116949625
ENSG00000132964	CDK8	1.3_0.0040295303754312	0.0040295303754312	CDK8	0.2_0.582260624144555	0.582260624144555
ENSG00000132965	ALOX5AP	1.0_0.125255166331767	0.125255166331767	ALOX5AP	1.3_0.0095524445906479	0.0095524445906479
ENSG00000132967	HMGB1P5	0.5_0.299074792849718	0.299074792849718	HMGB1P5	0.6_0.19272553667919	0.19272553667919
ENSG00000132970	WASF3	1.3_0.0062556693417342	0.0062556693417342	WASF3	-0.3_0.418296151824186	0.418296151824186
ENSG00000132972	RNF17	-3.0_0.0027864683767441	0.0027864683767441	RNF17	-0.2_0.945429596443498	0.945429596443498
ENSG00000132975	GPR12	-0.6_0.668537052952263	0.668537052952263	GPR12	NA_NA	NA
ENSG00000133019	CHRM3	0.8_0.0963464693101274	0.0963464693101274	CHRM3	-1.5_0.000309981738042	0.000309981738042
ENSG00000133026	MYH10	0.1_0.920731924073265	0.920731924073265	MYH10	-1.5_1.34810644862584e-06	1.34810644862584e-06
ENSG00000133027	PEMT	-0.6_0.281211361361614	0.281211361361614	PEMT	0.4_0.519966676283078	0.519966676283078
ENSG00000133028	SCO1	-0.2_0.477298549177139	0.477298549177139	SCO1	0.5_0.25312716285217	0.25312716285217
ENSG00000133030	MPRIP	NA_NA	NA	MPRIP	-0.8_0.0006648640118595	0.0006648640118595
ENSG00000133048	CHI3L1	1.7_0.0747290531281725	0.0747290531281725	CHI3L1	3.4_1.26325355207185e-07	1.26325355207185e-07
ENSG00000133056	PIK3C2B	-1.0_0.0084739754055823	0.0084739754055823	PIK3C2B	-0.4_0.416374178845324	0.416374178845324
ENSG00000133059	DSTYK	0.8_0.0383735595347461	0.0383735595347461	DSTYK	-0.2_0.709251448331152	0.709251448331152
ENSG00000133063	CHIT1	-2.8_0.0065888549432002	0.0065888549432002	CHIT1	-0.3_0.834398175646581	0.834398175646581
ENSG00000133065	SLC41A1	0.4_0.543421476514295	0.543421476514295	SLC41A1	-0.6_0.412307316292527	0.412307316292527
ENSG00000133067	LGR6	-2.2_0.0036907437256995	0.0036907437256995	LGR6	-1.7_0.0532318831623454	0.0532318831623454
ENSG00000133069	TMCC2	1.6_0.0126642027520584	0.0126642027520584	TMCC2	-2.1_0.0155521683664219	0.0155521683664219
ENSG00000133083	DCLK1	0.5_0.507964193334274	0.507964193334274	DCLK1	2.1_3.0958772509403e-05	3.0958772509403e-05
ENSG00000133101	CCNA1	NA_NA	NA	CCNA1	1.8_0.0487756641650456	0.0487756641650456
ENSG00000133103	COG6	-0.4_0.342464535248499	0.342464535248499	COG6	NA_NA	NA
ENSG00000133104	SPART	1.4_7.25636685985986e-07	7.25636685985986e-07	SPART	0.5_0.0901276229710277	0.0901276229710277
ENSG00000133105	RXFP2	NA_NA	NA	RXFP2	-1.4_0.259978469403629	0.259978469403629
ENSG00000133106	EPSTI1	-1.2_0.0665648678548953	0.0665648678548953	EPSTI1	0.2_0.783042081295189	0.783042081295189
ENSG00000133107	TRPC4	1.0_0.0941798867428979	0.0941798867428979	TRPC4	1.8_0.0207763126529936	0.0207763126529936
ENSG00000133110	POSTN	NA_NA	NA	POSTN	1.1_0.0447531554388342	0.0447531554388342
ENSG00000133111	RFXAP	0.8_0.0747052805241536	0.0747052805241536	RFXAP	0.6_0.307528734930873	0.307528734930873
ENSG00000133112	TPT1	0.7_0.0083930776528694	0.0083930776528694	TPT1	0.7_0.0122666146463373	0.0122666146463373
ENSG00000133114	GPALPP1	0.1_0.772108597657451	0.772108597657451	GPALPP1	-0.2_0.477457696961913	0.477457696961913
ENSG00000133115	STOML3	NA_NA	NA	STOML3	-0.6_0.672023478528338	0.672023478528338
ENSG00000133116	KL	0.1_0.892494071614734	0.892494071614734	KL	-1.1_0.0827250698834972	0.0827250698834972
ENSG00000133119	RFC3	-0.8_0.0554459186771754	0.0554459186771754	RFC3	0.7_0.25825676711283	0.25825676711283
ENSG00000133121	STARD13	1.2_0.0041198866079817	0.0041198866079817	STARD13	-0.8_0.118644528151648	0.118644528151648
ENSG00000133124	IRS4	NA_NA	NA	IRS4	-0.4_0.844283528134951	0.844283528134951
ENSG00000133131	MORC4	0.3_0.665478538219136	0.665478538219136	MORC4	0.8_0.136967765011059	0.136967765011059
ENSG00000133134	BEX2	0.4_0.589128059554954	0.589128059554954	BEX2	-0.7_0.372194802713789	0.372194802713789
ENSG00000133135	RNF128	-2.0_0.0103256823476839	0.0103256823476839	RNF128	-1.8_0.0021324499977384	0.0021324499977384
ENSG00000133136	GNG5P2	0.8_0.220771672414453	0.220771672414453	GNG5P2	0.7_0.253293523656882	0.253293523656882
ENSG00000133138	TBC1D8B	NA_NA	NA	TBC1D8B	0.3_0.624045670294706	0.624045670294706
ENSG00000133142	TCEAL4	0.8_0.0029232943367658	0.0029232943367658	TCEAL4	0.6_0.0764126772965956	0.0764126772965956
ENSG00000133169	BEX1	0.9_0.280554619993792	0.280554619993792	BEX1	-0.7_0.576258900553652	0.576258900553652
ENSG00000133193	FAM104A	-0.3_0.541756520801803	0.541756520801803	FAM104A	0.4_0.496655101251863	0.496655101251863
ENSG00000133195	SLC39A11	NA_NA	NA	SLC39A11	0.3_0.682542625385283	0.682542625385283
ENSG00000133216	EPHB2	-1.3_0.0516519522168626	0.0516519522168626	EPHB2	1.7_0.031407789247718	0.031407789247718
ENSG00000133226	SRRM1	-0.2_0.641097441691483	0.641097441691483	SRRM1	NA_NA	NA
ENSG00000133243	BTBD2	-0.1_0.828325162395116	0.828325162395116	BTBD2	-0.3_0.70740077973713	0.70740077973713
ENSG00000133246	PRAM1	-0.9_0.407895441011603	0.407895441011603	PRAM1	-1.4_0.0511110374836761	0.0511110374836761
ENSG00000133247	KMT5C	-1.6_0.0096823125396689	0.0096823125396689	KMT5C	-1.4_0.180207282387844	0.180207282387844
ENSG00000133250	ZNF414	-1.5_0.0358303002278054	0.0358303002278054	ZNF414	-1.6_0.0190507823944267	0.0190507823944267
ENSG00000133256	PDE6B	-0.7_0.478143756637857	0.478143756637857	PDE6B	-0.8_0.426373628369248	0.426373628369248
ENSG00000133265	HSPBP1	-0.3_0.790279663889045	0.790279663889045	HSPBP1	0.1_0.925989270287107	0.925989270287107
ENSG00000133275	CSNK1G2	-0.3_0.727527012352214	0.727527012352214	CSNK1G2	-0.3_0.716551988915341	0.716551988915341
ENSG00000133302	SLF1	-0.1_0.724669093379865	0.724669093379865	SLF1	0.4_0.40454789427677	0.40454789427677
ENSG00000133313	CNDP2	-1.1_0.03243459912299	0.03243459912299	CNDP2	0.2_0.661715399425354	0.661715399425354
ENSG00000133315	MACROD1	-1.7_0.0078538215579086	0.0078538215579086	MACROD1	-0.2_0.884625303452758	0.884625303452758
ENSG00000133316	WDR74	-0.8_0.356184985324663	0.356184985324663	WDR74	-1.9_0.0054894483423182	0.0054894483423182
ENSG00000133317	LGALS12	-1.4_0.30289966088833	0.30289966088833	LGALS12	NA_NA	NA
ENSG00000133318	RTN3	0.7_0.0041110513925141	0.0041110513925141	RTN3	0.2_0.499712215440522	0.499712215440522
ENSG00000133321	PLAAT4	0.2_0.853598488030193	0.853598488030193	PLAAT4	0.1_0.912038372630149	0.912038372630149
ENSG00000133328	PLAAT2	-2.4_0.0221897939468443	0.0221897939468443	PLAAT2	1.2_0.257793037152391	0.257793037152391
ENSG00000133392	MYH11	0.6_0.331571102127235	0.331571102127235	MYH11	-0.6_0.3304272385961	0.3304272385961
ENSG00000133393	CEP20	0.4_0.165378234094696	0.165378234094696	CEP20	0.6_0.0407618273324866	0.0407618273324866
ENSG00000133398	MED10	0.4_0.40526050832533	0.40526050832533	MED10	-0.2_0.730331824899714	0.730331824899714
ENSG00000133401	PDZD2	NA_NA	NA	PDZD2	-2.2_6.47389328435082e-09	6.47389328435082e-09
ENSG00000133422	MORC2	NA_NA	NA	MORC2	-0.3_0.411963846903844	0.411963846903844
ENSG00000133424	LARGE1	NA_NA	NA	LARGE1	-0.8_0.0553356849266372	0.0553356849266372
ENSG00000133433	GSTT2B	-0.8_0.613582426041072	0.613582426041072	GSTT2B	NA_NA	NA
ENSG00000133460	SLC2A11	-1.7_0.003256956959035	0.003256956959035	SLC2A11	-1.1_0.044667348802241	0.044667348802241
ENSG00000133466	C1QTNF6	-0.9_0.156763675943224	0.156763675943224	C1QTNF6	1.2_0.0605045666497564	0.0605045666497564
ENSG00000133477	FAM83F	-1.4_0.0445989447952099	0.0445989447952099	FAM83F	0.4_0.765457797294695	0.765457797294695
ENSG00000133488	SEC14L4	NA_NA	NA	SEC14L4	-0.8_0.44226748076391	0.44226748076391
ENSG00000133519	ZDHHC8P1	-0.9_0.360075245445838	0.360075245445838	ZDHHC8P1	-2.9_0.008325562730299	0.008325562730299
ENSG00000133561	GIMAP6	NA_NA	NA	GIMAP6	-1.1_0.0190507823944267	0.0190507823944267
ENSG00000133574	GIMAP4	1.5_0.0463014778721311	0.0463014778721311	GIMAP4	-0.5_0.278919548606549	0.278919548606549
ENSG00000133597	ADCK2	-1.0_0.11753902266325	0.11753902266325	ADCK2	-1.2_0.126120216697927	0.126120216697927
ENSG00000133606	MKRN1	-0.5_0.0645610677170108	0.0645610677170108	MKRN1	0.4_0.201627541302818	0.201627541302818
ENSG00000133612	AGAP3	-1.2_0.0041695682335971	0.0041695682335971	AGAP3	NA_NA	NA
ENSG00000133619	KRBA1	-0.1_0.947957047595877	0.947957047595877	KRBA1	-1.1_0.111624824410807	0.111624824410807
ENSG00000133624	ZNF767P	-0.1_0.882305580042808	0.882305580042808	ZNF767P	-1.6_0.0003004789249242	0.0003004789249242
ENSG00000133627	ACTR3B	0.8_0.178797263835869	0.178797263835869	ACTR3B	-0.1_0.957518283719916	0.957518283719916
ENSG00000133636	NTS	-2.5_0.0166642877787788	0.0166642877787788	NTS	1.6_0.137677588219133	0.137677588219133
ENSG00000133639	BTG1	0.6_0.0723193660188498	0.0723193660188498	BTG1	0.1_0.856933769965103	0.856933769965103
ENSG00000133640	LRRIQ1	0.4_0.69928865507931	0.69928865507931	LRRIQ1	0.1_0.959181568655227	0.959181568655227
ENSG00000133641	C12orf29	1.3_2.73058205133839e-05	2.73058205133839e-05	C12orf29	0.5_0.310462208437459	0.310462208437459
ENSG00000133657	ATP13A3	0.7_0.0770375496053976	0.0770375496053976	ATP13A3	1.5_0.0001105318569668	0.0001105318569668
ENSG00000133661	SFTPD	-2.1_0.127546818488347	0.127546818488347	SFTPD	-2.2_0.0027237084560759	0.0027237084560759
ENSG00000133665	DYDC2	NA_NA	NA	DYDC2	0.2_0.866084298576745	0.866084298576745
ENSG00000133678	TMEM254	0.2_0.79101543603051	0.79101543603051	TMEM254	-0.8_0.0594669053375113	0.0594669053375113
ENSG00000133687	TMTC1	1.9_3.83602487163174e-09	3.83602487163174e-09	TMTC1	0.6_0.295602531784059	0.295602531784059
ENSG00000133703	KRAS	0.2_0.560794854561485	0.560794854561485	KRAS	0.5_0.0383067170190733	0.0383067170190733
ENSG00000133704	IPO8	0.4_0.0914056850589768	0.0914056850589768	IPO8	0.2_0.641781745633601	0.641781745633601
ENSG00000133706	LARS1	0.2_0.632275589781117	0.632275589781117	LARS1	0.7_0.0798857122481305	0.0798857122481305
ENSG00000133710	SPINK5	-3.6_6.0819506952887e-05	6.0819506952887e-05	SPINK5	0.2_0.861822615156114	0.861822615156114
ENSG00000133731	IMPA1	0.4_0.574228982802957	0.574228982802957	IMPA1	1.1_0.001239283187774	0.001239283187774
ENSG00000133739	LRRCC1	NA_NA	NA	LRRCC1	-0.5_0.41137025524051	0.41137025524051
ENSG00000133740	E2F5	-0.2_0.737021422807586	0.737021422807586	E2F5	-0.1_0.890641387357841	0.890641387357841
ENSG00000133742	CA1	-1.7_0.0696904510699016	0.0696904510699016	CA1	1.5_0.0094863815044234	0.0094863815044234
ENSG00000133773	CCDC59	0.7_0.155561362651076	0.155561362651076	CCDC59	0.7_0.0124550380925687	0.0124550380925687
ENSG00000133789	SWAP70	0.9_0.0003490800042636	0.0003490800042636	SWAP70	0.4_0.265537898712045	0.265537898712045
ENSG00000133794	ARNTL	-0.1_0.869137555121336	0.869137555121336	ARNTL	-0.1_0.943888392898632	0.943888392898632
ENSG00000133800	LYVE1	2.0_9.23441574332361e-05	9.23441574332361e-05	LYVE1	0.1_0.930659903217199	0.930659903217199
ENSG00000133805	AMPD3	-0.6_0.235815018705024	0.235815018705024	AMPD3	1.6_0.0106428110427379	0.0106428110427379
ENSG00000133812	SBF2	0.8_0.0009327700313083	0.0009327700313083	SBF2	NA_NA	NA
ENSG00000133816	MICAL2	NA_NA	NA	MICAL2	-0.1_0.802544082738994	0.802544082738994
ENSG00000133818	RRAS2	1.0_0.0306245503561308	0.0306245503561308	RRAS2	NA_NA	NA
ENSG00000133835	HSD17B4	0.7_0.101342779868987	0.101342779868987	HSD17B4	0.3_0.377021116330391	0.377021116330391
ENSG00000133858	ZFC3H1	0.2_0.489227184133799	0.489227184133799	ZFC3H1	0.1_0.890034351772965	0.890034351772965
ENSG00000133863	TEX15	-0.3_0.875085866348298	0.875085866348298	TEX15	-1.3_0.145887741937367	0.145887741937367
ENSG00000133872	SARAF	NA_NA	NA	SARAF	0.7_0.0568915933816882	0.0568915933816882
ENSG00000133874	RNF122	-1.6_0.0443495905356162	0.0443495905356162	RNF122	-1.9_0.0003206397813242	0.0003206397813242
ENSG00000133878	DUSP26	-1.6_0.0388888427955259	0.0388888427955259	DUSP26	-1.3_0.284022777290047	0.284022777290047
ENSG00000133884	DPF2	0.3_0.551648997425303	0.551648997425303	DPF2	-0.2_0.561430930032543	0.561430930032543
ENSG00000133895	MEN1	-0.4_0.520876766925084	0.520876766925084	MEN1	0.7_0.186877562514671	0.186877562514671
ENSG00000133935	ERG28	-0.4_0.472188987958013	0.472188987958013	ERG28	0.2_0.693090352619887	0.693090352619887
ENSG00000133943	DGLUCY	-0.2_0.72693332053285	0.72693332053285	DGLUCY	-0.3_0.528583342307253	0.528583342307253
ENSG00000133958	UNC79	NA_NA	NA	UNC79	-0.9_0.345302980481118	0.345302980481118
ENSG00000133961	NUMB	NA_NA	NA	NUMB	0.1_0.866084298576745	0.866084298576745
ENSG00000133962	CATSPERB	-1.8_0.010108643365468	0.010108643365468	CATSPERB	-0.7_0.361027094905234	0.361027094905234
ENSG00000133983	COX16	-0.1_0.90660130640211	0.90660130640211	COX16	-0.4_0.532776801726627	0.532776801726627
ENSG00000133985	TTC9	-1.7_0.0293263838399528	0.0293263838399528	TTC9	0.3_0.506199631613907	0.506199631613907
ENSG00000133997	MED6	0.2_0.755908760766949	0.755908760766949	MED6	0.4_0.32277390542886	0.32277390542886
ENSG00000134001	EIF2S1	1.2_9.90834592271995e-05	9.90834592271995e-05	EIF2S1	0.5_0.0236460218108402	0.0236460218108402
ENSG00000134007	ADAM20	0.9_0.333296624609348	0.333296624609348	ADAM20	-1.4_0.0026187113354801	0.0026187113354801
ENSG00000134013	LOXL2	0.8_0.0841913305520525	0.0841913305520525	LOXL2	1.2_0.0447651490129945	0.0447651490129945
ENSG00000134014	ELP3	NA_NA	NA	ELP3	0.1_0.948486774137687	0.948486774137687
ENSG00000134020	PEBP4	NA_NA	NA	PEBP4	-1.9_0.0485535245794284	0.0485535245794284
ENSG00000134028	ADAMDEC1	-0.6_0.591797676427609	0.591797676427609	ADAMDEC1	4.4_2.92643609349584e-06	2.92643609349584e-06
ENSG00000134030	CTIF	0.2_0.730797636118839	0.730797636118839	CTIF	-1.3_0.0179050537718128	0.0179050537718128
ENSG00000134042	MRO	0.2_0.879028980363548	0.879028980363548	MRO	1.0_0.376083168328997	0.376083168328997
ENSG00000134046	MBD2	0.6_0.052044687061155	0.052044687061155	MBD2	0.4_0.134540433379827	0.134540433379827
ENSG00000134049	IER3IP1	1.3_0.0168588828691366	0.0168588828691366	IER3IP1	0.7_0.103343986292205	0.103343986292205
ENSG00000134056	MRPS36	0.9_0.0942729323798218	0.0942729323798218	MRPS36	0.7_0.0253659807588808	0.0253659807588808
ENSG00000134057	CCNB1	-1.1_0.0796001399952153	0.0796001399952153	CCNB1	2.8_0.000397572895525	0.000397572895525
ENSG00000134058	CDK7	0.6_0.25679247717918	0.25679247717918	CDK7	0.7_0.265087480387965	0.265087480387965
ENSG00000134061	CD180	-0.7_0.42007105307252	0.42007105307252	CD180	0.9_0.317740723853139	0.317740723853139
ENSG00000134070	IRAK2	NA_NA	NA	IRAK2	2.0_0.0063206445623402	0.0063206445623402
ENSG00000134072	CAMK1	-1.7_0.0200971840115593	0.0200971840115593	CAMK1	-1.1_0.176062898913442	0.176062898913442
ENSG00000134077	THUMPD3	-0.2_0.470701897240466	0.470701897240466	THUMPD3	-0.1_0.764622858433231	0.764622858433231
ENSG00000134086	VHL	0.9_0.0771502822844218	0.0771502822844218	VHL	1.2_3.40968692892081e-07	3.40968692892081e-07
ENSG00000134107	BHLHE40	0.9_0.08266056668037	0.08266056668037	BHLHE40	0.3_0.568010786020731	0.568010786020731
ENSG00000134108	ARL8B	0.8_0.0017937836519868	0.0017937836519868	ARL8B	0.4_0.301385883266371	0.301385883266371
ENSG00000134109	EDEM1	0.4_0.322256129326501	0.322256129326501	EDEM1	-0.1_0.866084298576745	0.866084298576745
ENSG00000134115	CNTN6	-1.0_0.391766212399708	0.391766212399708	CNTN6	-4.1_2.7244989950622503e-09	2.7244989950622503e-09
ENSG00000134121	CHL1	1.3_0.0003483513027755	0.0003483513027755	CHL1	1.0_0.0147760539046895	0.0147760539046895
ENSG00000134138	MEIS2	0.5_0.396951138256933	0.396951138256933	MEIS2	-0.4_0.194298076219372	0.194298076219372
ENSG00000134146	DPH6	0.5_0.383431564581852	0.383431564581852	DPH6	-0.5_0.258090823006194	0.258090823006194
ENSG00000134152	KATNBL1	0.5_0.164873134518909	0.164873134518909	KATNBL1	0.9_0.0003750899106486	0.0003750899106486
ENSG00000134153	EMC7	0.1_0.895332397998232	0.895332397998232	EMC7	0.7_0.138139714499656	0.138139714499656
ENSG00000134184	GSTM1	-2.0_0.0291119585403346	0.0291119585403346	GSTM1	-0.6_0.718052433257789	0.718052433257789
ENSG00000134186	PRPF38B	0.1_0.778213653953679	0.778213653953679	PRPF38B	-0.2_0.766592517320087	0.766592517320087
ENSG00000134193	REG4	-3.0_0.0026171288368518	0.0026171288368518	REG4	NA_NA	NA
ENSG00000134198	TSPAN2	1.2_0.0288734802030363	0.0288734802030363	TSPAN2	0.2_0.795230125316539	0.795230125316539
ENSG00000134200	TSHB	-0.3_0.828271417642395	0.828271417642395	TSHB	0.1_0.969480552911015	0.969480552911015
ENSG00000134201	GSTM5	-0.9_0.244306275920703	0.244306275920703	GSTM5	-2.5_6.45962755493669e-06	6.45962755493669e-06
ENSG00000134202	GSTM3	1.1_0.0046393857150552	0.0046393857150552	GSTM3	-0.7_0.27222973679167	0.27222973679167
ENSG00000134207	SYT6	0.1_0.969460013912599	0.969460013912599	SYT6	NA_NA	NA
ENSG00000134215	VAV3	-0.9_0.172142677882487	0.172142677882487	VAV3	-0.5_0.279080584574871	0.279080584574871
ENSG00000134216	CHIA	NA_NA	NA	CHIA	-2.2_0.0902232889767803	0.0902232889767803
ENSG00000134222	PSRC1	-3.3_1.22573866085639e-06	1.22573866085639e-06	PSRC1	-2.5_7.28874454293586e-05	7.28874454293586e-05
